timestamp;numberOfPackets;packetsTotalSize;packetsMean
920918640;3166;504090;159.21983575489577
920918700;5749;3116632;542.1172377804836
920918760;2301;471584;204.94741416775315
920918820;1145;207957;181.62183406113536
920918880;3152;663248;210.42131979695432
920918940;2371;462556;195.08899198650357
920919000;2026;260029;128.34600197433366
920919060;3818;655099;171.58171817705605
920919120;4151;806787;194.35967236810407
920919180;2470;447443;181.15101214574898
920919240;1920;457669;238.36927083333333
920919300;2390;344796;144.26610878661089
920919360;2167;554788;256.0166128287956
920919420;2102;494700;235.34728829686014
920919480;2626;246074;93.7067783701447
920919540;1748;250946;143.56178489702518
920919600;4015;1856084;462.2874221668742
920919660;1612;159098;98.69602977667493
920919720;1763;254838;144.54792966534316
920919780;1713;270488;157.90309398715704
920919840;2304;182479;79.20095486111111
920919900;2408;397319;164.99958471760797
920919960;1692;281285;166.24408983451536
920920020;2484;455052;183.19323671497585
920920080;2523;459901;182.28339278636543
920920140;2620;504665;192.62022900763358
920920200;3217;885892;275.3783027665527
920920260;2694;358251;132.98106904231625
920920320;1987;277981;139.89984901862104
920920380;1273;343977;270.20974076983504
920920440;2388;736466;308.4028475711893
920920500;3575;945618;264.5085314685315
920920560;1613;351924;218.17978921264725
920920620;2587;581852;224.91379976807113
920920680;3540;655092;185.0542372881356
920920740;2493;388790;155.95266746891295
920920800;3561;728174;204.48581859028363
920920860;4803;870554;181.25213408286487
920920920;2026;323725;159.7852912142152
920920980;745;82443;110.66174496644295
920921040;2024;336216;166.11462450592884
920921100;1486;303224;204.05383580080755
920921160;1454;185606;127.65199449793673
920921220;1510;296627;196.44172185430463
920921280;1492;221469;148.43766756032173
920921340;2209;392820;177.82707107288365
920921400;1923;332227;172.76495059802392
920921460;4877;2847535;583.8702070945253
920921520;2739;565560;206.48411829134722
920921580;1986;440441;221.77291037260827
920921640;1971;453822;230.2496194824962
920921700;2238;380394;169.97050938337802
920921760;3347;797412;238.2467881685091
920921820;3343;601829;180.0266227938977
920921880;1652;224694;136.0133171912833
920921940;3150;731496;232.22095238095238
920922000;2988;664070;222.24564926372156
920922060;1862;336180;180.54779806659505
920922120;1908;309110;162.00733752620545
920922180;2277;580228;254.82125603864733
920922240;699;144559;206.8082975679542
920922300;2183;489782;224.36188731103985
920922360;1915;451358;235.69608355091384
920922420;3583;782633;218.42952832821658
920922480;3420;671695;196.40204678362574
920922540;3302;956211;289.5854027861902
920922600;3637;844720;232.2573549628815
920922660;3647;645761;177.06635590896627
920922720;2034;218278;107.31465093411997
920922780;1544;138699;89.8309585492228
920922840;1651;405573;245.65293761356753
920922900;1941;508651;262.0561566202988
920922960;2942;717312;243.8178110129164
920923020;2021;321054;158.85898070262246
920923080;2231;385031;172.58225011205738
920923140;2663;742121;278.67855801727376
920923200;3216;910397;283.083644278607
920923260;2687;315191;117.3021957573502
920923320;3443;754641;219.1812372930584
920923380;4910;2126676;433.1315682281059
920923440;2372;1045334;440.6973018549747
920923500;2748;1029472;374.62590975254733
920923560;2823;1229321;435.46617074034714
920923620;3031;932210;307.5585615308479
920923680;3399;670600;197.29332156516622
920923740;2884;235508;81.66019417475728
920923800;2856;653233;228.72303921568627
920923860;3516;824839;234.59584755403867
920923920;3011;780370;259.17303221521087
920923980;5028;1092894;217.3615751789976
920924040;1553;132662;85.42305215711527
920924100;2145;342395;159.62470862470863
920924160;2411;306451;127.1053504769805
920924220;2374;462960;195.01263689974726
920924280;2418;698648;288.9363110008271
920924340;2501;444945;177.90683726509397
920924400;2598;592954;228.2347959969207
920924460;1991;293541;147.43395278754394
920924520;2131;392205;184.04739558892538
920924580;1730;251056;145.11907514450868
920924640;2621;469742;179.2224341854254
920924700;2838;370921;130.69802677942212
920924760;2639;552908;209.51420992800303
920924820;3151;510602;162.04443033957475
920924880;2764;270868;97.99855282199711
920924940;3501;624481;178.37217937732078
920925000;3315;531723;160.39909502262444
920925060;3537;795663;224.95419847328245
920925120;2317;423619;182.83081570996978
920925180;1558;245044;157.2811296534018
920925240;2621;237947;90.78481495612361
920925300;4263;860982;201.96622097114707
920925360;3349;893450;266.78112869513285
920925420;3223;957579;297.1079739373255
920925480;3186;669868;210.25360954174513
920925540;2505;313902;125.31017964071856
920925600;2824;272589;96.52584985835693
920925660;2522;331031;131.2573354480571
920925720;2911;568486;195.2889041566472
920925780;2043;416165;203.70288790993638
920925840;2256;269610;119.50797872340425
920925900;4050;894284;220.81086419753086
920925960;2760;431176;156.2231884057971
920926020;1585;248454;156.7533123028391
920926080;4711;2614409;554.9583952451709
920926140;2058;329555;160.13362487852282
920926200;2410;376922;156.39917012448132
920926260;2680;404598;150.96940298507462
920926320;4063;921042;226.69013044548365
920926380;2479;357899;144.37232755143202
920926440;3006;436607;145.2451763140386
920926500;3261;610063;187.0785035265256
920926560;4635;2675471;577.2321467098166
920926620;1778;351166;197.50618672665917
920926680;2326;310738;133.5932932072227
920926740;1906;303481;159.2240293809024
920926800;1794;291582;162.53177257525084
920926860;2658;530146;199.45297215951842
920926920;3041;431441;141.87471226570207
920926980;2837;620250;218.62883327458584
920927040;2129;530321;249.0939408172851
920927100;2838;656201;231.21952078928823
920927160;1871;416512;222.61464457509354
920927220;3945;747741;189.54144486692016
920927280;4384;1028271;234.55086678832117
920927340;3051;601341;197.09636184857425
920927400;3460;1049892;303.4369942196532
920927460;1786;347112;194.35162374020157
920927520;2751;518848;188.6034169392948
920927580;2881;380057;131.9184311003124
920927640;2347;329425;140.36003408606732
920927700;2807;492205;175.3491271820449
920927760;4026;636137;158.00720317933434
920927820;2350;412393;175.4863829787234
920927880;2137;265019;124.01450631726719
920927940;2483;398015;160.29601288763592
920928000;3156;733525;232.4223700887199
920928060;2341;382829;163.53225117471166
920928120;2554;416943;163.25097885669538
920928180;2705;595153;220.0195933456562
920928240;2868;465982;162.476290097629
920928300;2049;469097;228.93948267447536
920928360;2055;388534;189.0676399026764
920928420;2413;327475;135.71280563613757
920928480;1984;127795;64.41280241935483
920928540;1554;144581;93.03796653796654
920928600;1579;229929;145.61684610512984
920928660;1074;145331;135.31750465549348
920928720;1949;281725;144.54848640328373
920928780;2606;581235;223.03722179585571
920928840;2369;403146;170.17560151962854
920928900;1971;452486;229.57179096905125
920928960;2191;448847;204.8594249201278
920929020;3566;823785;231.010936623668
920929080;1734;377334;217.6089965397924
920929140;2501;517352;206.85805677728908
920929200;2999;386403;128.8439479826609
920929260;4549;1058805;232.75555067047702
920929320;2378;334824;140.80067283431455
920929380;2931;497907;169.8761514841351
920929440;3162;428812;135.61416824794435
920929500;2615;510735;195.3097514340344
920929560;2022;453122;224.09594460929773
920929620;2364;379401;160.49111675126903
920929680;2738;615166;224.6771365960555
920929740;2059;334733;162.57066537153958
920929800;1679;135924;80.95533055390113
920929860;1774;354684;199.93461104847802
920929920;2240;258787;115.52991071428572
920929980;2260;328281;145.2570796460177
920930040;2673;673399;251.92630003741115
920930100;1413;207620;146.93559801840055
920930160;2533;685891;270.7820765890249
920930220;2743;423454;154.37623040466642
920930280;1362;250885;184.20337738619676
920930340;1651;341327;206.7395517867959
920930400;1782;253512;142.26262626262627
920930460;2149;261939;121.88878548161935
920930520;2218;457188;206.12623985572588
920930580;1971;284690;144.43937087772704
920930640;2203;353508;160.4666364049024
920930700;2811;415509;147.8153681963714
920930760;1361;127402;93.60911094783248
920930820;2203;394902;179.25646845211077
920930880;2324;191446;82.37779690189329
920930940;3609;1744151;483.2781934053755
920931000;3269;570246;174.4405016824717
920931060;2812;415338;147.70199146514935
920931120;4920;887886;180.46463414634147
920931180;2335;304510;130.41113490364026
920931240;2370;539709;227.7253164556962
920931300;2707;585044;216.12264499445882
920931360;1622;449800;277.3119605425401
920931420;1446;185017;127.9508990318119
920931480;2467;414223;167.90555330360763
920931540;1263;230724;182.6793349168646
920931600;1059;146467;138.30689329556185
920931660;1059;246913;233.15675165250235
920931720;1970;389665;197.7994923857868
920931780;2253;332798;147.7132711939636
920931840;1589;421956;265.5481434864695
920931900;1750;344619;196.92514285714284
920931960;1938;511357;263.8581011351909
920932020;1825;294687;161.4723287671233
920932080;1461;287332;196.66803559206022
920932140;2335;425472;182.2149892933619
920932200;1068;157224;147.2134831460674
920932260;1691;392542;232.13601419278532
920932320;2374;855847;360.5084245998315
920932380;2547;748372;293.824892029839
920932440;3352;581503;173.479415274463
920932500;1617;188601;116.63636363636364
920932560;1198;119759;99.96577629382304
920932620;1620;254025;156.80555555555554
920932680;629;48405;76.95548489666136
920932740;1234;138309;112.08184764991896
920932800;636;79493;124.98899371069183
920932860;372;60426;162.43548387096774
920932920;808;100180;123.98514851485149
920932980;1165;116409;99.92188841201717
920933040;1198;142688;119.10517529215359
920933100;744;112069;150.63037634408602
920933160;725;95110;131.18620689655174
920933220;664;93697;141.10993975903614
920933280;1036;181950;175.62741312741312
920933340;864;134338;155.4837962962963
920933400;377;48604;128.92307692307693
920933460;860;83056;96.57674418604651
920933520;765;105129;137.42352941176472
920933580;1199;166554;138.91075896580483
920933640;1464;450024;307.39344262295083
920933700;1192;126043;105.74077181208054
920933760;2507;1659787;662.0610291184682
920933820;818;257648;314.97310513447434
920933880;201;57186;284.5074626865672
920933940;441;105397;238.9954648526077
920934000;466;182217;391.02360515021456
920934060;349;28430;81.46131805157593
920934120;161;10572;65.66459627329192
920934180;134;15380;114.77611940298507
920934240;460;28882;62.78695652173913
920934300;169;12736;75.36094674556213
920934360;260;34056;130.98461538461538
920934420;763;122252;160.22542595019658
920934480;757;77210;101.99471598414796
920934540;312;32074;102.80128205128206
920934600;433;54314;125.4364896073903
920934660;247;27645;111.92307692307692
920934720;525;62865;119.74285714285715
920934780;313;21962;70.16613418530352
920934840;2430;1294764;532.8246913580247
920934900;767;64204;83.70795306388527
920934960;244;17699;72.53688524590164
920935020;451;73580;163.14855875831486
920935080;364;31880;87.58241758241758
920935140;532;58142;109.28947368421052
920935200;107;7599;71.01869158878505
920935260;214;43183;201.78971962616822
920935320;90;6599;73.32222222222222
920935380;604;150442;249.07615894039736
920935440;70;5343;76.32857142857142
920935500;354;32075;90.60734463276836
920935560;394;60294;153.03045685279187
920935620;389;25519;65.60154241645245
920935680;724;67011;92.55662983425414
920935740;151;10119;67.01324503311258
920935800;371;50896;137.18598382749326
920935860;494;77864;157.61943319838056
920935920;146;31014;212.42465753424656
920935980;399;54965;137.75689223057645
920936040;499;49663;99.5250501002004
920936100;791;102001;128.9519595448799
920936160;105;7171;68.29523809523809
920936220;179;59895;334.60893854748605
920936280;35;3256;93.02857142857142
920936340;201;16170;80.44776119402985
920936400;320;20525;64.140625
920936460;174;11731;67.41954022988506
920936520;483;34686;71.8136645962733
920936580;432;29456;68.18518518518519
920936640;683;66813;97.82284040995607
920936700;861;182818;212.3321718931475
920936760;683;66895;97.94289897510981
920936820;673;65317;97.05349182763744
920936880;572;41407;72.38986013986013
920936940;902;62483;69.27161862527716
920937000;790;166506;210.76708860759493
920937060;977;135700;138.89457523029682
920937120;533;36050;67.6360225140713
920937180;712;49712;69.82022471910112
920937240;135;9987;73.97777777777777
920937300;461;56672;122.93275488069415
920937360;170;15969;93.93529411764706
920937420;231;40293;174.42857142857142
920937480;414;48162;116.33333333333333
920937540;296;108925;367.98986486486484
920937600;115;9673;84.11304347826086
920937660;73;6141;84.12328767123287
920937720;806;187723;232.90694789081886
920937780;382;113201;296.33769633507853
920937840;374;26683;71.34491978609626
920937900;303;41930;138.3828382838284
920937960;84;11202;133.35714285714286
920938020;55;5132;93.30909090909091
920938080;78;9772;125.28205128205128
920938140;720;51994;72.21388888888889
920938200;147;28483;193.76190476190476
920938260;258;64298;249.2170542635659
920938320;136;31481;231.47794117647058
920938380;105;25520;243.04761904761904
920938440;359;91858;255.87186629526462
920938500;30;2797;93.23333333333333
920938560;168;23045;137.17261904761904
920938620;77;6071;78.84415584415585
920938680;219;30461;139.09132420091325
920938740;474;73919;155.94725738396625
920938800;53;4151;78.32075471698113
920938860;419;89787;214.28878281622912
920938920;117;8381;71.63247863247864
920938980;162;11629;71.78395061728395
920939040;34;3056;89.88235294117646
920939100;1191;212911;178.76658270361042
920939160;1045;71815;68.72248803827752
920939220;37;3251;87.86486486486487
920939280;280;19425;69.375
920939340;304;33128;108.97368421052632
920939400;295;20810;70.54237288135593
920939460;502;35038;69.79681274900399
920939520;263;65003;247.1596958174905
920939580;40;3469;86.725
920939640;353;77972;220.88385269121812
920939700;283;114154;403.3710247349823
920939760;60;4675;77.91666666666667
920939820;49;4274;87.22448979591837
920939880;113;29419;260.34513274336285
920939940;68;5586;82.1470588235294
920940000;34;2939;86.44117647058823
920940060;32;2917;91.15625
920940120;102;30008;294.19607843137254
920940180;40;3839;95.975
920940240;34;2827;83.1470588235294
920940300;84;27703;329.79761904761904
920940360;294;170062;578.4421768707483
920940420;34;3045;89.55882352941177
920940480;194;58898;303.5979381443299
920940540;64;7318;114.34375
920940600;53;6512;122.86792452830188
920940660;51;5877;115.23529411764706
920940720;32;3049;95.28125
920940780;39;3421;87.71794871794872
920940840;235;100190;426.3404255319149
920940900;38;3217;84.65789473684211
920940960;166;32144;193.63855421686748
920941020;222;14576;65.65765765765765
920941080;131;42107;321.42748091603056
920941140;64;5791;90.484375
920941200;23;2167;94.21739130434783
920941260;467;100859;215.97216274089936
920941320;656;81911;124.86432926829268
920941380;783;199942;255.35376756066412
920941440;821;294198;358.34104750304505
920941500;1077;317971;295.23769730733517
920941560;235;14947;63.60425531914893
920941620;34;3045;89.55882352941177
920941680;33;2847;86.27272727272727
920941740;260;16953;65.20384615384616
920941800;30;2527;84.23333333333333
920941860;34;2977;87.55882352941177
920941920;46;3607;78.41304347826087
920941980;34;3246;95.47058823529412
920942040;41;3255;79.39024390243902
920942100;34;3037;89.32352941176471
920942160;23;2167;94.21739130434783
920942220;35;3369;96.25714285714285
920942280;27;2467;91.37037037037037
920942340;49;3963;80.87755102040816
920942400;35;2911;83.17142857142858
920942460;58;4540;78.27586206896552
920942520;25;2347;93.88
920942580;234;15037;64.26068376068376
920942640;30;2834;94.46666666666667
920942700;35;3336;95.31428571428572
920942760;33;2731;82.75757575757575
920942820;30;2745;91.5
920942880;50;4535;90.7
920942940;59;4626;78.40677966101696
920943000;35;2973;84.94285714285714
920943060;32;2917;91.15625
920943120;36;3157;87.69444444444444
920943180;50;4007;80.14
920943240;309;37019;119.80258899676376
920943300;68;6045;88.8970588235294
920943360;25;2347;93.88
920943420;38;3434;90.36842105263158
920943480;29;2551;87.96551724137932
920943540;31;3044;98.19354838709677
920943600;33;2773;84.03030303030303
920943660;38;3259;85.76315789473684
920943720;24;2257;94.04166666666667
920943780;39;3303;84.6923076923077
920943840;25;2347;93.88
920943900;57;4409;77.35087719298245
920943960;71;5323;74.97183098591549
920944020;35;3369;96.25714285714285
920944080;26;2373;91.26923076923077
920944140;325;21030;64.70769230769231
920944200;108;7340;67.96296296296296
920944260;40;3343;83.575
920944320;27;2467;91.37037037037037
920944380;28;2617;93.46428571428571
920944440;179;11774;65.77653631284916
920944500;35;3123;89.22857142857143
920944560;25;2347;93.88
920944620;91;6429;70.64835164835165
920944680;343;21566;62.87463556851312
920944740;35;3049;87.11428571428571
920944800;32;3050;95.3125
920944860;34;3037;89.32352941176471
920944920;26;2671;102.73076923076923
920944980;36;3157;87.69444444444444
920945040;29;2491;85.89655172413794
920945100;52;4117;79.17307692307692
920945160;49;3787;77.28571428571429
920945220;40;3405;85.125
920945280;26;2433;93.57692307692308
